tailid;parentid;orgstructid;name_nb;name_nn;name_en;orgid;kommunenummer
44523;32242;39;"Kronstad DPS - Årstad";"Kronstad DPS - Årstad";"Kronstad District Psychiatric Centre - Årstad";;
44525;32240;39;"DPS Folgefonn - Odda";"DPS Folgefonn - Odda";"Folgefonn District Psychatric Centre - Odda";;
23729;26060;37;"NAV Bardu ";"NAV Bardu ";"NAV Bardu";;
26492;20537;33;Mattilsynet;Mattilsynet;"Norwegian Food Safety Authority";985399077;
33046;;77;"Jordans ambassade";"Jordans ambassade";"Embassy of the Hashemite Kingdom of Jordan";;
33047;;77;"Kameruns ambassade";"Kameruns ambassade";"Embassy of the Republic of Cameroon";;
33048;;77;"Kasakhstans ambassade";"Kasakhstans ambassade";"Embassy of the Republic of Kazakhstan";992245220;
33049;;77;"Kenyas ambassade";"Kenyas ambassade";"Embassy of Kenya";;
33050;;77;"Kirgistans ambassade";"Kirgistans ambassade";"Embassy of the Kyrgyz Republic";;
33051;;77;"Dr Kongos ambassade";"Dr Kongos ambassade";"Embassy of the Democratic Republic of the Congo";;
33052;;77;"Kongos ambassade";"Kongos ambassade";"Embassy of the Republic of the Congo";;
33061;27125;42;Fordelingsutvalget;"Fordelingsutvalet ";Fordelingsutvalget;;
33081;;141;"Senter for tverrfaglig kjønnsforskning";"Senter for tverrfaglig kjønnsforskning";"Centre for Gender Research";;
33082;;141;"Institutt for fredsforskning (PRIO)";"Institutt for fredsforskning (PRIO)";"International Peace Research Institute, Oslo";847353732;
33083;;81;"SSMM - Senter for seksuelt misbrukte menn";"SSMM - Senter for seksuelt misbrukte menn";"SSMM - Senter for seksuelt misbrukte menn";871279772;
33084;;82;"Stiftelsen Støttesenter mot Incest - Oslo";"Stiftelsen Støttesenter mot Incest - Oslo";"Support centre against incest - Oslo";971492740;
23989;40182;37;"Skatt nord Sortland";"Skatt nord Sortland";"Sortland Tax Office";;
25992;;66;"Hyllestad kommune";"Hyllestad kommune";"Hyllestad Municipality";;1413
26198;;66;"Fjaler kommune";"Fjaler kommune";"Fjaler Municipality";;1429
32481;40944;21;"Sunnmøre jordskifterett";"Sunnmøre jordskifterett";"Sunnmøre Land Consolidation Court";;
21417;40944;21;"Indre Hordaland jordskifterett";"Indre Hordaland jordskifterett";"Indre Hordaland Land Consolidation Court";;
33121;;42;"KOFA - Klagenemnda for offentlige anskaffelser";"KOFA - Klagenemnda for offentlige anskaffelser";"KOFA - Klagenemnda for offentlige anskaffelser";;
26507;20537;58;"Norsk institutt for landbruksøkonomisk forskning";"Norsk institutt for landbruksøkonomisk forsking";"Norwegian Agricultural Economics Research Institute";970954333;
44542;32243;39;"Pyskiatrisk poliklinikk Florø";"Pyskiatrisk poliklinikk Florø";"Psyciatric Clinic Florø";;
26433;;34;"Oljedirektoratet, avdelingskontor Harstad";"Oljedirektoratet, avdelingskontor Harstad";"Norwegian Petroleum Directorate - Harstad";;
26437;26453;33;"Direktoratet for mineralforvaltning ";"Direktoratet for mineralforvaltning ";"Directorate of Mining";974760282;
26438;26453;33;Justervesenet;Justervesenet;"Norwegian Metrology Service";874761192;
26439;26453;38;"Norges geologiske undersøkelse (NGU)";"Noregs geologiske undersøking (NGU)";"Geological Survey of Norway (NGU)";970188290;
26440;25084;33;Oljedirektoratet;Oljedirektoratet;"Norwegian Petroleum Directorate";870917732;
33162;26056;36;"NAV Arbeidslivssenter Rogaland, avd. Nord-Rogaland";"NAV Arbeidslivssenter Rogaland, avd. Nord-Rogaland";"NAV Employment Support Centre (Rogaland)";;
41346;41342;37;"Sjøfartsdirektoratet, Stasjon Bodø ";"Sjøfartsdirektoratet, Stasjon Bodø ";"Norwegian Maritime Directorate, Bodø office";;
32981;;77;"Etiopias ambassade";"Etiopias ambassade";"Embassy of the Federal Democratic Republic of Ethiopia";;
24045;40742;39;"Fylkesnemnda for barnevern og sosiale saker i Troms og Finnmark";"Fylkesnemnda for barnevern og sosiale saker i Troms og Finnmark";"Troms & Finnmark County Social Welfare Board";;
24046;;77;"EU-kommisjonen i Norge";"EU-kommisjonen i Norge";"EU Delegation in Norway ";;
32727;26150;36;"NAV Arbeidslivssenter Nord-Trøndelag ";"NAV Arbeidslivssenter Nord-Trøndelag ";"NAV Employment Support Centre (Nord-Trøndelag) ";;
24051;40185;37;"Skatt sør Hønefoss";"Skatt sør Hønefoss";"Hønefoss Tax Office";;
24053;40185;37;"Skatt sør Risør";"Skatt sør Risør";"Risør Tax Office";;
24057;40186;37;"Skatt øst Lillestrøm";"Skatt øst Lillestrøm";"Lillestrøm Tax Office";;
25322;;66;"Sør-Varanger kommune";"Sør-Varanger kommune";"Sør-Varanger Municipality";;2030
25323;29872;39;"Øst-Finnmark politidistrikt";"Øst-Finnmark politidistrikt";"Øst-Finnmark Police District";984000049;
25324;26375;76;"Ambassaden i Estland, Tallinn";"Ambassaden i Estland, Tallinn";"Royal Norwegian Embassy in Estonia";;
25325;;66;"Tana kommune - Deanu gielda ";"Tana kommune - Deanu gielda ";"Tana Municipality";;2025
25326;26375;76;"Ambassaden i Iran, Teheran";"Ambassaden i Iran, Teheran";"Royal Norwegian Embassy in Iran";;
25327;26453;55;"Teknologisk Institutt AS";"Teknologisk Institutt AS";"National Institute of Technology, Norway";942340680;
25328;26375;76;"Ambassaden i Israel, Tel Aviv ";"Ambassaden i Israel, Tel Aviv ";"Royal Norwegian Embassy in Israel";;
25330;;66;"Tranøy kommune";"Tranøy kommune";"Tranøy Municipality";944824030;1927
25331;;59;"Troms fylkeskommune - Romssa fylkkasuohkan";"Troms fylkeskommune - Romssa fylkkasuohkan";"Troms County Administration";864870732;1900
40567;35021;36;"Direktoratet for økonomistyring - Trondheim";"Direktoratet for økonomistyring - Trondheim";"Norwegian Government Agency for Financial Management - Trondheim Office";;
25333;29872;39;"Troms politidistrikt";"Troms politidistrikt";"Troms Police District";974769425;
25213;;59;"Østfold fylkeskommune";"Østfold fylkeskommune";"Østfold County Administration";842952972;0100
40582;35021;36;"Direktoratet for økonomistyring  - Tromsø";"Direktoratet for økonomistyring  - Tromsø";"Norwegian Government Agency for Financial Management - Tromsø Office";;
25215;;81;Voksenopplæringsforbundet;Voksenopplæringsforbundet;"Norwegian Association for Adult Education";971454423;
25216;;66;"Volda kommune";"Volda kommune";"Volda Municipality";939760946;1519
25217;;66;"Voss kommune";"Voss kommune";"Voss Municipality";960510542;1235
25218;;66;"Øygarden kommune";"Øygarden kommune";"Øygarden Municipality";938766223;1259
25219;;66;"Øystre Slidre kommune";"Øystre Slidre kommune";"Øystre Slidre Municipality";961382068;0544
25220;;66;"Åfjord kommune";"Åfjord kommune";"Åfjord Municipality";964982864;1630
25221;;66;"Ålesund kommune";"Ålesund kommune";"Ålesund Municipality";942953119;1504
25224;34581;58;Vernepliktsverket;Vernepliktsverket;"National Service Administration";;
25225;;66;"Verran kommune";"Verran kommune";"Verran Municipality";964981981;1724
25226;40902;58;"Meteorologisk institutt - Værvarslinga på Vestlandet";"Meteorologisk institutt - Vervarslinga på Vestlandet";"Norwegian Meteorological Institute, Forecasting Division of Western Norway";;
25227;;59;"Vest-Agder fylkeskommune";"Vest-Agder fylkeskommune";"Vest-Agder County Administration";960895827;1000
40583;35021;36;"Direktoratet for økonomistyring  - Tromsø, avdeling Vadsø";"Direktoratet for økonomistyring  - Tromsø, avdeling Vadsø";"Norwegian Government Agency for Financial Management - Vadsø Office";;
25230;;66;"Vestby kommune";"Vestby kommune";"Vestby Municipality";943485437;0211
25231;29872;39;"Vestfinnmark politidistrikt";"Vestfinnmark politidistrikt";"Vestfinnmark Police District";;
24565;26144;37;"NAV Lier ";"NAV Lier ";"NAV Lier ";;
24566;26150;37;"NAV Lierne";"NAV Lierne";"NAV Lierne";;
24570;26064;37;"NAV Lindås";"NAV Lindås";"NAV Lindås";;
24571;26054;37;"NAV Lom ";"NAV Lom ";"NAV Lom ";;
24572;26097;37;"NAV Loppa ";"NAV Loppa ";"NAV Loppa ";;
24232;26097;37;"NAV Vadsø";"NAV Vadsø";"NAV Vadsø";;
24233;26064;37;"NAV Vaksdal ";"NAV Vaksdal ";"NAV Vaksdal ";;
24234;26057;37;"NAV Vågsøy";"NAV Vågsøy";"NAV Vågsøy ";;
28148;26150;36;"NAV Hjelpemiddelsentral Nord-Trøndelag";"NAV Hjelpemiddelsentral Nord-Trøndelag";"NAV Nord-Trøndelag Assistive Technology Centre";;
28149;26054;36;"NAV Hjelpemiddelsentral Oppland";"NAV Hjelpemiddelsentral Oppland";"NAV Oppland Assistive Technology Centre ";;
28151;26056;36;"NAV Hjelpemiddelsentral Rogaland";"NAV Hjelpemiddelsentral Rogaland";"NAV Rogaland Assistive Technology Centre ";;
28152;26057;36;"NAV Hjelpemiddelsentral Sogn og Fjordane";"NAV Hjelpemiddelsentral Sogn og Fjordane";"NAV Sogn og Fjordane Assistive Technology Centre";;
28153;26058;36;"NAV Hjelpemiddelsentral Sør-Trøndelag";"NAV Hjelpemiddelsentral Sør-Trøndelag";"NAV Sør-Trøndelag Assistive Technology Centre ";;
28343;25703;68;"Oslo kommune, byantikvaren";"Oslo kommune, byantikvaren";"City of Oslo, Cultural Heritage Management Office";976819993;
28344;42042;68;"Oslo kommune, byarkivet";"Oslo kommune, byarkivet";"City of Oslo, City Archives";;
28357;25703;68;"Oslo kommune, næringsetaten";"Oslo kommune, næringsetaten";"City of Oslo, Agency for Business Development Services";979594887;
28360;25703;74;"Oslo Pensjonsforsikring ";"Oslo Pensjonsforsikring ";"Oslo Pensjonsforsikring ";982759412;
28362;25703;68;"Oslo kommune, plan- og bygningsetaten";"Oslo kommune, plan- og bygningsetaten";"City of Oslo, Agency for Planning and Building Services";971040823;
28364;25703;68;"Oslo kommune, rusmiddeletaten";"Oslo kommune, rusmiddeletaten";"City of Oslo, Agency for Alcohol and Drug Addiction Services";976820061;
21934;40944;21;"Nord-Gudbrandsdal jordskifterett";"Nord-Gudbrandsdal jordskifterett";"Nord-Gudbrandsdal Land Consolidation Court";;
21942;40944;21;"Nedre Buskerud jordskifterett";"Nedre Buskerud jordskifterett";"Nedre Buskerud Land Consolidation Court";;
21955;40944;21;"Glåmdal jordskifterett";"Glåmdal jordskifterett";"Glåmdal Land Consolidation Court";;
21956;40944;21;"Nord-Østerdal jordskifterett";"Nord-Østerdal jordskifterett";"Nord-Østerdal Land Consolidation Court";;
21957;40944;21;"Vestoppland og Sør-Gudbrandsdal jordskifterett";"Vestoppland og Sør-Gudbrandsdal jordskifterett";"Vestoppland og Sør-Gudbrandsdal Land Consolidation Court";;
21341;41202;39;"Universitetssykehuset Nord-Norge Harstad ";"Universitetssykehuset Nord-Norge Harstad ";"Universitetssykehuset Nord-Norge Harstad ";;
21344;40944;21;"Nord-Trøndelag jordskifterett";"Nord-Trøndelag jordskifterett";"Nord-Trøndelag Land Consolidation Court";;
21348;40944;21;"Lofoten og Vesterålen jordskifterett";"Lofoten og Vesterålen jordskifterett";"Lofoten og Vesterålen Land Consolidation Court";;
21351;32226;39;"Helse Finnmark, Klinikk Kirkenes";"Helse Finnmark, Klinikk Kirkenes";"Helse Finnmark, Klinikk Kirkenes";;
21354;40944;21;"Indre Sogn jordskifterett";"Indre Sogn jordskifterett";"Indre Sogn Land Consolidation Court";;
21359;40944;21;"Nordfjord jordskifterett";"Nordfjord jordskifterett";"Nordfjord Land Consolidation Court";;
21363;40944;21;"Romsdal  jordskifterett";"Romsdal  jordskifterett";"Romsdal Land Consolidation Court";;
21366;32240;39;"Helse Fonna HF Odda sjukehus";"Helse Fonna HF Odda sjukehus";"Helse Fonna HF Odda sjukehus";;
28367;25703;74;"Oslo kommune, tannhelsetjenesten Oslo KF";"Oslo kommune, tannhelsetjenesten Oslo KF";"City of Oslo, Dental Health Services";;
21476;25587;39;"Kvæfjord lensmannskontor";"Kvæfjord lensmannskontor";"Kvæfjord Police Station (lensmann) ";;
28369;25703;68;"Oslo kommune, vann- og avløpsetaten ";"Oslo kommune, vann- og avløpsetaten ";"City of Oslo, Agency for Water and Sewerage Works";971185589;
28378;32229;39;"Nordlandssykehuset Lofoten ";"Nordlandssykehuset Lofoten ";"Norldan Hospital Bodø";;
28379;41202;39;"Universitetssykehuset Nord-Norge HF Narvik ";"Universitetssykehuset Nord-Norge HF Narvik ";"Universitetssykehuset Nord-Norge HF Narvik ";;
28380;32230;39;"Helgelandssykehuset Mo i Rana";"Helgelandssjukehuset Mo i Rana";"Helgeland Hospital Mosjøen";;
28381;32230;39;"Helgelandssykehuset Sandnessjøen";"Helgelandssjukehuset Sandnessjøen";"Helgeland Hospital Sandnessjøen";;
43664;26056;37;"Nav Marked Nord-Rogaland";"Nav Marked Nord-Rogaland";"Nav Marked Nord-Rogaland";;
35567;26519;42;"Klagenemnda for stedsnavnsaker";"Klagenemnda for stadnamnsaker";"Geographical Names Committee";;
35721;25253;73;"Servicekontoret i Verdal kommune";"Servicekontoret i Verdal kommune";"Verdal One-Stop Public Service Centre";;
35761;25234;73;"Servicekontoret i Vestnes kommune";"Servicekontoret i Vestnes kommune";"Vestnes One-Stop Public Service Centre";;
43665;26056;37;"Nav Marked Sør-Rogaland";"Nav Marked Sør-Rogaland";"Nav Marked Sør-Rogaland";;
27536;26456;34;"Statens naturoppsyn";"Statens naturoppsyn";"Statens naturoppsyn";;
40704;26066;36;"NAV EURES Østfold";"NAV EURES Østfold";"European Employment Services (EURES) in Østfold";;
24774;26052;37;"NAV Evenes og Tjeldsund";"NAV Evenes og Tjeldsund";"NAV Evenes og Tjeldsund";993991481;
24728;26052;37;"NAV Gildeskål";"NAV Gildeskål";"NAV Gildeskål";;
40705;26061;36;"NAV EURES Vest-Agder";"NAV EURES Vest-Agder";"European Employment Services (EURES) in Vest-Agder";;
25648;;81;Pakkereisenemnda;Pakkereisenemnda;Pakkereisenemnda;;
43722;;81;"Disiplinærnemnda for advokatvirksomhet";"Disiplinærnemnda for advokatvirksomhet";"Disiplinærnemnda for advokatvirksomhet";;
25652;29872;39;"Rogaland politidistrikt";"Rogaland politidistrikt";"Rogaland Police District";983998313;
25653;;66;"Rollag kommune";"Rollag kommune";"Rollag Municipality";964963282;0632
25654;26375;76;"Ambassaden i Italia, Roma (Malta, San Marino)";"Ambassaden i Italia, Roma (Malta, San Marino)";"Royal Norwegian Embassy in Italy (Malta, San Marino)";;
25595;26375;76;"Ambassaden i Singapore, Singapore";"Ambassaden i Singapore, Singapore";"Royal Norwegian Embassy in Singapore";;
25660;;66;"Overhalla kommune";"Overhalla kommune";"Overhalla Municipality";939896600;1744
25661;26375;76;"Ambassaden i Frankrike, Paris (Monaco, Franske oversjøiske departementer og områder)";"Ambassaden i Frankrike, Paris (Monaco, Franske oversjøiske departementer og områder)";"Royal Norwegian Embassy in France (Monaco)";;
25662;26375;76;"Norges faste delegasjon til OECD og UNESCO";"Norges faste delegasjon til OECD og UNESCO";"Norwegian Delegation to the OECD and UNESCO";;
25663;;81;Pensjonistpartiet;Pensjonistpartiet;"Pensioners' Party";985130590;
25664;26416;39;"Pensjonstrygden for sjømenn";"Pensjonstrygda for sjømenn";"Pension Insurance for Seamen";940415683;
25668;28268;39;"Politihøgskolen i Oslo";"Politihøgskolen i Oslo";"Norwegian Police University College";974761017;
25670;;66;"Porsanger kommune - Porsánjggu gielda - Porsangin komuuni";"Porsanger kommune - Porsánjggu gielda - Porsangin komuuni";"Porsanger Municipality";;2020
25671;;66;"Porsgrunn kommune";"Porsgrunn kommune";"Porsgrunn Municipality";939991034;0805
25672;26375;76;"Ambassaden i Tsjekkia, Praha";"Ambassaden i Tsjekkia, Praha";"Royal Norwegian Embassy in the Czech Republic";;
25674;;66;"Radøy kommune";"Radøy kommune";"Radøy Municipality";954748634;1260
25675;;66;"Rakkestad kommune";"Rakkestad kommune";"Rakkestad Municipality";945372281;0128
25677;;66;"Rana kommune";"Rana kommune";"Rana Municipality";872418032;1833
25679;;66;"Randaberg kommune";"Randaberg kommune";"Randaberg Municipality";934945514;1127
25680;;66;"Rauma kommune";"Rauma kommune";"Rauma Municipality";864980902;1539
25684;25703;103;"Oslo kommune - bydel Nordstrand";"Oslo kommune - bydel Nordstrand";"Oslo municipality - Nordstrand district administration";970534679;
25686;25703;103;"Oslo kommune - bydel Vestre Aker";"Oslo kommune - bydel Vestre Aker";"Oslo municipality - Vestre Aker distict administration";970145311;
25687;25703;103;"Oslo kommune - bydel Sagene";"Oslo kommune - bydel Sagene";"Oslo municipality - Sagene district administration";974778726;
36061;32189;33;"Nasjonalt kunnskapssenter for helsetjenesten";"Nasjonalt kunnskapssenter for helsetjenesten";"Norwegian Research Centre for Health Services";986303537;
25485;40948;19;"Lofoten tingrett";"Lofoten tingrett";"Lofoten District Court";;
20752;34847;39;"Familievernkontoret i Kongsvinger";"Familievernkontoret i Kongsvinger";"Kongsvinger Family Counselling Services  ";;
20755;34847;39;"Familievernkontoret på Tynset ";"Familievernkontoret på Tynset ";"Tynset Family Counselling Services ";;
20762;34847;39;"Familievernkontoret Øvre Romerike";"Familievernkontoret  Øvre Romerike";"Øvre Romerike Family Counselling Services ";;
43652;26094;37;"Nav Tiltak Akershus";"Nav Tiltak Akershus";"Nav Tiltak Akershus";;
41347;41342;37;"Sjøfartsdirektoratet, Stasjon Narvik ";"Sjøfartsdirektoratet, Stasjon Narvik ";"Norwegian Maritime Directorate, Narvik office";;
41345;41342;37;"Sjøfartsdirektoratet, Stasjon Sandnessjøen ";"Sjøfartsdirektoratet, Stasjon Sandnessjøen ";"Norwegian Maritime Directorate, Sandnessjøen office";;
26877;26520;36;"Statsarkivet i Bergen";"Statsarkivet i Bergen";"Regional State Archives in Bergen";;
41348;41342;37;"Sjøfartsdirektoratet, Stasjon Svolvær ";"Sjøfartsdirektoratet, Stasjon Svolvær ";"Norwegian Maritime Directorate, Svolvær office";;
41349;41342;37;"Sjøfartsdirektoratet, Stasjon Harstad s";"Sjøfartsdirektoratet, Stasjon Harstad ";"Norwegian Maritime Directorate, Harstad office";;
26884;40902;58;"Meteorologisk institutt - værvarsling Region Øst";"Meteorologisk institutt - værvarsling Region Øst";"Norwegian Meteorological Institute, Forecasting Division of Eastern Norway";;
22734;25815;64;"Møre og Romsdal fylkesbibliotek";"Møre og Romsdal fylkesbibliotek";"Møre og Romsdal County Library";;
26888;;27;"Justis- og beredskapsdepartementet";"Justis- og beredskapsdepartementet";"Ministry of Justice and Public Security";972417831;
35023;26142;37;"NAV Søndre Nordstrand ";"NAV Søndre Nordstrand ";"NAV Søndre Nordstrand ";;
26178;;66;"Flesberg kommune";"Flesberg kommune";"Flesberg Municipality";940898862;0631
26179;;66;"Flora kommune";"Flora kommune";"Flora Municipality";;1401
26180;;66;"Flå kommune";"Flå kommune";"Flå Municipality";964951462;0615
26181;;104;"FN-sambandet i Norge";"FN-sambandet i Norge";"United Nations Association of Norway";971274859;
26182;20536;58;Folketrygdfondet;Folketrygdfondet;"Folketrygdfondet - Government Pension Fund Norway";971525061;
26183;26549;58;"NAV Internasjonalt";"NAV Internasjonalt";"NAV international";971524553;
26184;;66;"Folldal kommune";"Folldal kommune";"Folldal Municipality";939885684;0439
26185;29872;39;"Follo politidistrikt";"Follo politidistrikt";"Follo politidistrikt";974760584;
26187;26684;58;"Forbrukerrådet i Agder";"Forbrukarrådet  i Agder";"Consumer Council in Agder";;
26191;26684;58;"Forbrukerrådet i Hordaland og Sogn og Fjordane";"Forbrukarrådet i Hordaland og Sogn og Fjordane";"Consumer Council in Hordaland og Sogn og Fjordane";;
26193;26684;58;"Forbrukerrådet i Nordland";"Forbrukarrådet i Nordland";"Consumer Council in Nordland";;
35170;26060;36;"NAV EURES Tromsø";"NAV EURES Tromsø";"European Employment Services (EURES) in Tromsø";;
26195;26684;58;"Forbrukerrådet i Hedmark, Oppland og Romerike";"Forbrukarrådet i Hedmark, Oppland og Romerike";"Consumer Council in Hedmark, Oppland og Romerike";;
26196;26653;36;"Fiskeridirektoratet region Trøndelag";"Fiskeridirektoratet region Trøndelag";"Directorate of Fisheries, Trøndelag regional office";979529678;
26197;;66;"Fitjar kommune";"Fitjar kommune";"Fitjar Municipality";944073310;1222
26199;;66;"Fjell kommune";"Fjell kommune";"Fjell Municipality";951996777;1246
26200;29872;39;"Sogn og Fjordane politidistrikt";"Sogn og Fjordane politidistrikt";"Sogn og Fjordane Police District";;
26201;;66;"Flakstad kommune";"Flakstad kommune";"Flakstad Municipality";863320852;1859
26202;;66;"Flatanger kommune";"Flatanger kommune";"Flatanger Municipality";845153272;1749
26203;;66;"Flekkefjord kommune";"Flekkefjord kommune";"Flekkefjord Municipality";964967369;1004
26204;;66;"Evje og Hornnes kommune";"Evje og Hornnes kommune";"Evje og Hornnes Municipality";964966109;0937
26205;;66;"Farsund kommune";"Farsund kommune";"Farsund Municipality";964083266;1003
26206;;66;"Fauske kommune";"Fauske kommune";"Fauske Municipality";972418021;1841
26207;;66;"Fedje kommune";"Fedje kommune";"Fedje Municipality";944041036;1265
23807;26059;37;"NAV Kragerø ";"NAV Kragerø ";"NAV Kragerø ";;
23808;26059;37;"NAV Notodden ";"NAV Notodden ";"NAV Notodden ";;
22614;;73;"Harstad bibliotek avd. Bjarkøy";"Harstad bibliotek avd. Bjarkøy";"Bjarkøy  Public Library";;
22615;26244;73;"Dyrøy folkebibliotek";"Dyrøy folkebibliotek";"Dyrøy  Public Library";;
22616;26023;73;"Gratangen folkebibliotek";"Gratangen folkebibliotek";"Gratangen Public Library";;
22617;26047;73;"Harstad bibliotek";"Harstad bibliotek";"Harstad  Public Library";;
22618;25938;73;"Ibestad folkebibliotek";"Ibestad folkebibliotek";"Ibestad Public Library";;
24573;26056;37;"NAV Lund ";"NAV Lund ";"NAV Lund ";;
24574;26052;37;"NAV Herøy (Nordland)";"NAV Herøy (Nordland)";"NAV Herøy";;
24575;26065;37;"NAV Herøy  (Møre og Romsdal)";"NAV Herøy  (Møre og Romsdal)";"NAV Herøy (Møre og Romsdal)";;
24576;26058;37;"NAV Hitra ";"NAV Hitra ";"NAV Hitra ";;
24580;26130;37;"NAV Hof ";"NAV Hof ";"NAV Hof ";;
24581;26144;37;"NAV Hol ";"NAV Hol ";"NAV Hol";;
24582;26144;37;"NAV Hole ";"NAV Hole ";"NAV Hole ";;
24584;26058;37;"NAV Holtålen";"NAV Holtålen";"NAV Holtålen";;
42722;32243;39;"Førde BUP - barne- og ungdomspsykiatrisk poliklinikk";"Førde BUP - barne- og ungdomspsykiatrisk poliklinikk";"Mental health clinic for children and adolescents Førde";;
43082;26420;89;"Baneservice AS";"Baneservice AS";"Baneservice AS";986392912;
20504;26699;34;"Departementenes publikasjonsregister";"Departementa sitt publikasjonsregister";"Official Publications Register";;
20505;26453;33;Brønnøysundregistrene;Brønnøysundregistra;"Brønnøysund Register Centre";;
20507;32161;38;"Norsk pasientskadeerstatning";"Norsk pasientskadeerstatning";"Norwegian Patient Compensation System";984936923;
20511;;81;"Nasjonalforeningen for folkehelsen";"Nasjonalforeningen for folkehelsen";"Nasjonalforeningen for folkehelsen";938429863;
20513;;38;"SINTEF byggforsk";"SINTEF byggforsk";"SINTEF Building and Infrastructure ";;
41262;26142;37;"NAV Alna ";"NAV Alna ";"NAV Alna ";;
26698;27130;43;Statsbygg;Statsbygg;"Statsbygg Head Office";971278374;
26699;27130;33;"DSS- Departementenes servicesenter ";"DSS - Servicesenteret for departementa";"Government Administration Services (G.A.S.)";974761424;
40662;25117;36;"Arbeidstilsynet Midt-Norge";"Arbeidstilsynet Midt-Norge";"Labour Inspection Authority Midt-Norge";974771705;
26701;26416;43;"Statens pensjonskasse";"Statens pensjonskasse";"Norwegian Public Service Pension Fund";974760967;
41462;27575;73;"Servicetorget i Bodø kommune, avd. Misvær";"Servicetorget i Bodø kommune, avd. Misvær";"Bodø Municipal Service Centre, Misvær office";;
26709;27130;33;Konkurransetilsynet;Konkurransetilsynet;"Norwegian Competition Authority";974761246;
26713;;24;"Statsministerens kontor";"Statsministerens kontor";"Office of the Prime Minister";972417777;
26653;26659;33;Fiskeridirektoratet;Fiskeridirektoratet;"Directorate of Fisheries";971203420;
26654;26659;33;Kystverket;Kystverket;"Norwegian Coastal Administration";970237372;
26659;;27;"Fiskeri- og kystdepartementet ";"Fiskeri- og kystdepartementet ";"Ministry of Fisheries and Coastal Affairs";972417815;
26606;27130;33;Datatilsynet;Datatilsynet;"Data Protection Agency";974761467;
23629;23699;73;"Deichmanske bibliotek, Majorstuen filial";"Deichmanske bibliotek, Majorstuen filial";"Oslo Public Library, Majorstuen branch";;
44524;;82;"Helsesenteret for papirløse migranter - Kirkens Bymisjon Oslo";"Helsesenteret for papirløse migranter - Kirkens Bymisjon Oslo";"Health Centre for Undocumented Immigrants - Church City Mission Oslo";;
23541;25362;73;"Sør-Aurdal  folkebibliotek";"Sør-Aurdal  folkebibliotek";"Sør-Aurdal  Public Library";;
23554;25237;73;"Vestre Toten folkebibliotek";"Vestre Toten folkebibliotek";"Vestre Toten Public Library";;
23548;25863;73;"Lom folkebibliotek";"Lom folkebibliotek";"Lom  Public Library";;
27123;;55;"Fridtjof Nansens Institutt";"Fridtjof Nansens Institutt";"The Fridtjof Nansen Institute";944137238;
27125;;27;"Barne-, likestillings- og inkluderingsdepartementet";"Barne-, likestillings- og inkluderingsdepartementet";"Ministry of Children, Equality and Social Inclusion";972417793;
27130;;27;"Fornyings-, administrasjons- og kirkedepartementet";"Fornyings-, administrasjons- og kyrkjedepartementet";"Ministry of Government Administration, Reform and Church Affairs";972417785;
27133;;141;"Norsk Regnesentral";"Norsk Regnesentral";"Norwegian Computing Center";952125001;
27141;;90;"NIKU - Norsk institutt for kulturminneforskning";"NIKU - Norsk institutt for kulturminneforskning";"Norwegian Institute for Cultural Heritage Research";;
27145;26888;42;"Det kriminalitetsforebyggende råd";"Det kriminalitetsforebyggende råd";"Norwegian National Crime Prevention Council ";;
27147;;81;"Folk og forsvar";"Folk og forsvar";"People and defence";971437030;
27151;;81;Aleneforeldreforeningen;Aleneforeldreforeningen;Aleneforeldreforeningen;971493224;
22760;25391;73;"Stordal bibliotek";"Stordal bibliotek";"Stordal Public Library";;
22761;25339;73;"Stranda folkebibliotek";"Stranda folkebibliotek";"Stranda Public Library";;
22762;27567;73;"Bergen offentlige bibliotek";"Bergen offentlige bibliotek";"Bergen  Public Library";;
22764;26248;73;"Eidfjord bibliotek";"Eidfjord bibliotek";"Eidfjord Public Library";;
22765;26226;73;"Etne bibliotek";"Etne bibliotek";"Etne  Public Library";;
22767;26207;73;"Fedje folkebibliotek";"Fedje folkebibliotek";"Fedje Public Library";;
22769;26199;73;"Fjell bibliotek";"Fjell bibliotek";"Fjell Public Library";;
22770;26141;73;"Fusa folkebibliotek";"Fusa folkebibliotek";"Fusa  Public Library";;
22771;26022;73;"Granvin folkebibliotek";"Granvin folkebibliotek";"Granvin Public Library";;
22772;25952;73;"Jondal folkeboksamling";"Jondal folkeboksamling";"Jondal folkeboksamling";;
22773;25886;73;"Kvam folkebibliotek";"Kvam folkebibliotek";"Kvam Public Library";;
22774;25888;73;"Kvinnherad bibliotek";"Kvinnherad bibliotek";"Kvinnherad  Public Library";;
22775;25857;73;"Lindås folkeboksamling";"Lindås folkeboksamling";"Lindås folkeboksamling";;
22776;25849;73;"Masfjorden folkebibliotek";"Masfjorden folkebibliotek";"Masfjorden  Public Library";;
22777;25850;73;"Meland bibliotek";"Meland bibliotek";"Meland  Public Library";;
22778;25833;73;"Modalen folkebibliotek";"Modalen folkebibliotek";"Modalen  Public Library";;
22780;25726;73;"Os folkebibliotek (Hordaland)";"Os folkebibliotek (Hordaland)";"Os Public Library (Hordaland)";;
22783;25599;73;"Samnanger folkebibliotek";"Samnanger folkebibliotek";"Samnanger  Public Library";;
